UserID,year,item
246,71,71
246,74,74
246,75,75
246,76,76
246,77,77
246,78,78
246,79,79
246,80,80
246,82,82
246,84,84
246,86,86
246,89,89
246,91,91
246,93,93
246,101,101
246,102,102
246,110,110
246,113,113
246,121,121
246,129,129
246,136,136
246,137,137
246,139,139
246,142,142
246,143,143
246,145,145
246,146,146
246,151,151
246,159,159
246,169,169
247,3,3
247,5,5
247,12,12
247,13,13
247,19,19
247,25,25
247,37,37
247,44,44
247,45,45
247,46,46
247,53,53
247,54,54
247,57,57
247,58,58
247,59,59
247,64,64
247,71,71
247,74,74
247,75,75
247,76,76
247,77,77
247,78,78
247,79,79
247,80,80
247,82,82
247,84,84
247,86,86
247,89,89
247,91,91
247,93,93
247,101,101
247,102,102
247,110,110
247,113,113
247,121,121
247,129,129
247,136,136
247,137,137
247,139,139
247,142,142
247,143,143
247,145,145
247,146,146
247,151,151
247,159,159
247,169,169
248,3,3
248,5,5
248,12,12
248,13,13
248,19,19
248,25,25
248,37,37
248,44,44
248,45,45
248,46,46
248,53,53
248,54,54
248,57,57
248,58,58
248,59,59
248,64,64
248,71,71
248,74,74
248,75,75
248,76,76
248,77,77
248,78,78
248,79,79
248,80,80
248,82,82
248,84,84
248,86,86
248,89,89
248,91,91
248,93,93
248,101,101
248,102,102
248,110,110
248,113,113
248,121,121
248,129,129
248,136,136
248,137,137
248,139,139
248,142,142
248,143,143
248,145,145
248,146,146
248,151,151
248,159,159
248,169,169
249,3,3
249,5,5
249,12,12
249,13,13
249,19,19
249,25,25
249,37,37
249,44,44
249,45,45
249,46,46
249,53,53
249,54,54
249,57,57
249,58,58
249,59,59
249,64,64
249,71,71
249,74,74
249,75,75
249,76,76
249,77,77
249,78,78
249,79,79
249,80,80
249,82,82
249,84,84
249,86,86
249,89,89
249,91,91
249,93,93
249,101,101
249,102,102
249,110,110
249,113,113
249,121,121
249,129,129
249,136,136
249,137,137
249,139,139
249,142,142
249,143,143
249,145,145
249,146,146
249,151,151
249,159,159
249,169,169
250,3,3
250,5,5
250,12,12
250,13,13
250,19,19
250,25,25
250,37,37
250,44,44
250,45,45
250,46,46
250,53,53
250,54,54
250,57,57
250,58,58
250,59,59
250,64,64
250,71,71
250,74,74
250,75,75
250,76,76
250,77,77
250,78,78
250,79,79
250,80,80
250,82,82
250,84,84
250,86,86
250,89,89
250,91,91
250,93,93
250,101,101
250,102,102
250,110,110
250,113,113
250,121,121
250,129,129
250,136,136
250,137,137
250,139,139
250,142,142
250,143,143
250,145,145
250,146,146
250,151,151
250,159,159
250,169,169
251,3,3
251,5,5
251,12,12
251,13,13
251,19,19
251,25,25
251,37,37
251,44,44
251,45,45
251,46,46
251,53,53
251,54,54
251,57,57
251,58,58
251,59,59
251,64,64
251,71,71
251,74,74
251,75,75
251,76,76
251,77,77
251,78,78
251,79,79
251,80,80
251,82,82
251,84,84
251,86,86
251,89,89
251,91,91
251,93,93
251,101,101
251,102,102
251,110,110
251,113,113
251,121,121
251,129,129
251,136,136
251,137,137
251,139,139
251,142,142
251,143,143
251,145,145
251,146,146
251,151,151
251,159,159
251,169,169
252,3,3
252,5,5
252,12,12
252,13,13
252,19,19
252,25,25
252,37,37
252,44,44
252,45,45
252,46,46
252,53,53
252,54,54
252,57,57
252,58,58
252,59,59
252,64,64
252,71,71
252,74,74
252,75,75
252,76,76
252,77,77
252,78,78
252,79,79
252,80,80
252,82,82
252,84,84
252,86,86
252,89,89
252,91,91
252,93,93
252,101,101
252,102,102
252,110,110
252,113,113
252,121,121
252,129,129
252,136,136
252,137,137
252,139,139
252,142,142
252,143,143
252,145,145
252,146,146
252,151,151
252,159,159
252,169,169
253,3,3
253,5,5
253,12,12
253,13,13
253,19,19
253,25,25
253,37,37
253,44,44
253,45,45
253,46,46
253,53,53
253,54,54
253,57,57
253,58,58
253,59,59
253,64,64
253,71,71
253,74,74
253,75,75
253,76,76
253,77,77
253,78,78
253,79,79
253,80,80
253,82,82
253,84,84
253,86,86
253,89,89
253,91,91
253,93,93
253,101,101
253,102,102
253,110,110
253,113,113
253,121,121
253,129,129
253,136,136
253,137,137
253,139,139
253,142,142
253,143,143
253,145,145
253,146,146
253,151,151
253,159,159
253,169,169
254,3,3
254,5,5
254,12,12
254,13,13
254,19,19
254,25,25
254,37,37
254,44,44
254,45,45
254,46,46
254,53,53
254,54,54
254,57,57
254,58,58
254,59,59
254,64,64
254,71,71
254,74,74
254,75,75
254,76,76
254,77,77
254,78,78
254,79,79
254,80,80
254,82,82
254,84,84
254,86,86
254,89,89
254,91,91
254,93,93
254,101,101
254,102,102
254,110,110
254,113,113
254,121,121
254,129,129
254,136,136
254,137,137
254,139,139
254,142,142
254,143,143
254,145,145
254,146,146
254,151,151
254,159,159
254,169,169
255,3,3
255,5,5
255,12,12
255,13,13
255,19,19
255,25,25
255,37,37
255,44,44
255,45,45
255,46,46
255,53,53
255,54,54
255,57,57
255,58,58
255,59,59
255,64,64
255,71,71
255,74,74
255,75,75
255,76,76
255,77,77
255,78,78
255,79,79
255,80,80
255,82,82
255,84,84
255,86,86
255,89,89
255,91,91
255,93,93
255,101,101
255,102,102
255,110,110
255,113,113
255,121,121
255,129,129
255,136,136
255,137,137
255,139,139
255,142,142
255,143,143
255,145,145
255,146,146
255,151,151
255,159,159
255,169,169
256,3,3
256,5,5
256,12,12
256,13,13
256,19,19
256,25,25
256,37,37
256,44,44
256,45,45
256,46,46
256,53,53
256,54,54
256,57,57
256,58,58
256,59,59
256,64,64
256,71,71
256,74,74
256,75,75
256,76,76
256,77,77
256,78,78
256,79,79
256,80,80
256,82,82
256,84,84
256,86,86
256,89,89
256,91,91
256,93,93
256,101,101
256,102,102
256,110,110
256,113,113
256,121,121
256,129,129
256,136,136
256,137,137
256,139,139
256,142,142
256,143,143
256,145,145
256,146,146
256,151,151
256,159,159
256,169,169
257,3,3
257,5,5
257,12,12
257,13,13
257,19,19
257,25,25
257,37,37
257,44,44
257,45,45
257,46,46
257,53,53
257,54,54
257,57,57
257,58,58
257,59,59
257,64,64
257,71,71
257,74,74
257,75,75
257,76,76
257,77,77
257,78,78
257,79,79
257,80,80
257,82,82
257,84,84
257,86,86
257,89,89
257,91,91
257,93,93
257,101,101
257,102,102
257,110,110
257,113,113
257,121,121
257,129,129
257,136,136
257,137,137
257,139,139
257,142,142
257,143,143
257,145,145
257,146,146
257,151,151
257,159,159
257,169,169
258,3,3
258,5,5
258,12,12
258,13,13
258,19,19
258,25,25
258,37,37
258,44,44
258,45,45
258,46,46
258,53,53
258,54,54
258,57,57
258,58,58
258,59,59
258,64,64
258,71,71
258,74,74
258,75,75
258,76,76
258,77,77
258,78,78
258,79,79
258,80,80
258,82,82
258,84,84
258,86,86
258,89,89
258,91,91
258,93,93
258,101,101
258,102,102
258,110,110
258,113,113
258,121,121
258,129,129
258,136,136
258,137,137
258,139,139
258,142,142
258,143,143
258,145,145
258,146,146
258,151,151
258,159,159
258,169,169
259,3,3
259,5,5
259,12,12
259,13,13
259,19,19
259,25,25
259,37,37
259,44,44
259,45,45
259,46,46
259,53,53
259,54,54
259,57,57
259,58,58
259,59,59
259,64,64
259,71,71
259,74,74
259,75,75
259,76,76
259,77,77
259,78,78
259,79,79
259,80,80
259,82,82
259,84,84
259,86,86
259,89,89
259,91,91
259,93,93
259,101,101
259,102,102
259,110,110
259,113,113
259,121,121
259,129,129
259,136,136
259,137,137
259,139,139
259,142,142
259,143,143
259,145,145
259,146,146
259,151,151
259,159,159
259,169,169
260,3,3
260,5,5
260,12,12
260,13,13
260,19,19
260,25,25
260,37,37
260,44,44
260,45,45
260,46,46
260,53,53
260,54,54
260,57,57
260,58,58
260,59,59
260,64,64
260,71,71
260,74,74
260,75,75
260,76,76
260,77,77
260,78,78
260,79,79
260,80,80
260,82,82
260,84,84
260,86,86
260,89,89
260,91,91
260,93,93
260,101,101
260,102,102
260,110,110
260,113,113
260,121,121
260,129,129
260,136,136
260,137,137
260,139,139
260,142,142
260,143,143
260,145,145
260,146,146
260,151,151
260,159,159
260,169,169
261,3,3
261,5,5
261,12,12
261,13,13
261,19,19
261,25,25
261,37,37
261,44,44
261,45,45
261,46,46
261,53,53
261,54,54
261,57,57
261,58,58
261,59,59
261,64,64
261,71,71
261,74,74
261,75,75
261,76,76
261,77,77
261,78,78
261,79,79
261,80,80
261,82,82
261,84,84
261,86,86
261,89,89
261,91,91
261,93,93
261,101,101
261,102,102
261,110,110
261,113,113
261,121,121
261,129,129
261,136,136
261,137,137
261,139,139
261,142,142
261,143,143
261,145,145
261,146,146
261,151,151
261,159,159
261,169,169
262,3,3
262,5,5
262,12,12
262,13,13
262,19,19
262,25,25
262,37,37
262,44,44
262,45,45
262,46,46
262,53,53
262,54,54
262,57,57
262,58,58
262,59,59
262,64,64
262,71,71
262,74,74
262,75,75
262,76,76
262,77,77
262,78,78
262,79,79
262,80,80
262,82,82
262,84,84
262,86,86
262,89,89
262,91,91
262,93,93
262,101,101
262,102,102
262,110,110
262,113,113
262,121,121
262,129,129
262,136,136
262,137,137
262,139,139
262,142,142
262,143,143
262,145,145
262,146,146
262,151,151
262,159,159
262,169,169
263,3,3
263,5,5
263,12,12
263,13,13
263,19,19
263,25,25
263,37,37
263,44,44
263,45,45
263,46,46
263,53,53
263,54,54
263,57,57
263,58,58
263,59,59
263,64,64
263,71,71
263,74,74
263,75,75
263,76,76
263,77,77
263,78,78
263,79,79
263,80,80
263,82,82
263,84,84
263,86,86
263,89,89
263,91,91
263,93,93
263,101,101
263,102,102
263,110,110
263,113,113
263,121,121
263,129,129
263,136,136
263,137,137
263,139,139
263,142,142
263,143,143
263,145,145
263,146,146
263,151,151
263,159,159
263,169,169
264,3,3
264,5,5
264,12,12
264,13,13
264,19,19
264,25,25
264,37,37
264,44,44
264,45,45
264,46,46
264,53,53
264,54,54
264,57,57
264,58,58
264,59,59
264,64,64
264,71,71
264,74,74
264,75,75
264,76,76
264,77,77
264,78,78
264,79,79
264,80,80
264,82,82
264,84,84
264,86,86
264,89,89
264,91,91
264,93,93
264,101,101
264,102,102
264,110,110
264,113,113
264,121,121
264,129,129
264,136,136
264,137,137
264,139,139
264,142,142
264,143,143
264,145,145
264,146,146
264,151,151
264,159,159
264,169,169
265,3,3
265,5,5
265,12,12
265,13,13
265,19,19
265,25,25
265,37,37
265,44,44
265,45,45
265,46,46
265,53,53
265,54,54
265,57,57
265,58,58
265,59,59
265,64,64
265,71,71
265,74,74
265,75,75
265,76,76
265,77,77
265,78,78
265,79,79
265,80,80
265,82,82
265,84,84
265,86,86
265,89,89
265,91,91
265,93,93
265,101,101
265,102,102
265,110,110
265,113,113
265,121,121
265,129,129
265,136,136
265,137,137
265,139,139
265,142,142
265,143,143
265,145,145
265,146,146
265,151,151
265,159,159
265,169,169
266,3,3
266,5,5
266,12,12
266,13,13
266,19,19
266,25,25
266,37,37
266,44,44
266,45,45
266,46,46
266,53,53
266,54,54
266,57,57
266,58,58
266,59,59
266,64,64
266,71,71
266,74,74
266,75,75
266,76,76
266,77,77
266,78,78
266,79,79
266,80,80
266,82,82
266,84,84
266,86,86
266,89,89
266,91,91
266,93,93
266,101,101
266,102,102
266,110,110
266,113,113
266,121,121
266,129,129
266,136,136
266,137,137
266,139,139
266,142,142
266,143,143
266,145,145
266,146,146
266,151,151
266,159,159
266,169,169
267,3,3
267,5,5
267,12,12
267,13,13
267,19,19
267,25,25
267,37,37
267,44,44
267,45,45
267,46,46
267,53,53
267,54,54
267,57,57
267,58,58
267,59,59
267,64,64
267,71,71
267,74,74
267,75,75
267,76,76
267,77,77
267,78,78
267,79,79
267,80,80
267,82,82
267,84,84
267,86,86
267,89,89
267,91,91
267,93,93
267,101,101
267,102,102
267,109,109
267,110,110
267,113,113
267,121,121
267,129,129
267,136,136
267,137,137
267,139,139
267,142,142
267,143,143
267,145,145
267,146,146
267,151,151
267,159,159
267,169,169
268,3,3
268,5,5
268,12,12
268,13,13
268,19,19
268,25,25
268,37,37
268,44,44
268,45,45
268,46,46
268,53,53
268,54,54
268,57,57
268,58,58
268,59,59
268,64,64
268,71,71
268,74,74
268,75,75
268,76,76
268,77,77
268,78,78
268,79,79
268,80,80
268,82,82
268,84,84
268,86,86
268,89,89
268,91,91
268,93,93
268,101,101
268,102,102
268,109,109
268,110,110
268,113,113
268,121,121
268,129,129
268,136,136
268,137,137
268,139,139
268,142,142
268,143,143
268,145,145
268,146,146
268,151,151
268,159,159
268,169,169
269,3,3
269,5,5
269,12,12
269,13,13
269,19,19
269,25,25
269,37,37
269,44,44
269,45,45
269,46,46
269,53,53
269,54,54
269,57,57
269,58,58
269,59,59
269,64,64
269,71,71
269,74,74
269,75,75
269,76,76
269,77,77
269,78,78
269,79,79
269,80,80
269,82,82
269,84,84
269,86,86
269,89,89
269,91,91
269,93,93
269,101,101
269,102,102
269,109,109
269,110,110
269,113,113
269,121,121
269,129,129
269,136,136
269,137,137
269,139,139
269,142,142
269,143,143
269,145,145
269,146,146
269,151,151
269,159,159
269,169,169
270,3,3
270,5,5
270,12,12
270,13,13
270,19,19
270,25,25
270,37,37
270,44,44
270,45,45
270,46,46
270,53,53
270,54,54
270,57,57
270,58,58
270,59,59
270,64,64
270,71,71
270,74,74
270,75,75
270,76,76
270,77,77
270,78,78
270,79,79
270,80,80
270,82,82
270,84,84
270,86,86
270,89,89
270,91,91
270,93,93
270,101,101
270,102,102
270,109,109
270,110,110
270,113,113
270,121,121
270,129,129
270,136,136
270,137,137
270,139,139
270,142,142
270,143,143
270,145,145
270,146,146
270,151,151
270,159,159
270,169,169
271,3,3
271,5,5
271,12,12
271,13,13
271,19,19
271,25,25
271,37,37
271,44,44
271,45,45
271,46,46
271,53,53
271,54,54
271,57,57
271,58,58
271,59,59
271,64,64
271,71,71
271,74,74
271,75,75
271,76,76
271,77,77
271,78,78
271,79,79
271,80,80
271,82,82
271,84,84
271,86,86
271,89,89
271,91,91
271,93,93
271,101,101
271,102,102
271,109,109
271,110,110
271,113,113
271,121,121
271,129,129
271,136,136
271,137,137
271,139,139
271,142,142
271,143,143
271,145,145
271,146,146
271,151,151
271,159,159
271,169,169
272,3,3
272,5,5
272,12,12
272,13,13
272,19,19
272,25,25
272,37,37
272,44,44
272,45,45
272,46,46
272,53,53
272,54,54
272,57,57
272,58,58
272,59,59
272,64,64
272,71,71
272,74,74
272,75,75
272,76,76
272,77,77
272,78,78
272,79,79
272,80,80
272,82,82
272,84,84
272,86,86
272,89,89
272,91,91
272,93,93
272,101,101
272,102,102
272,109,109
272,110,110
272,113,113
272,121,121
272,129,129
272,136,136
272,137,137
272,139,139
272,142,142
272,143,143
272,145,145
272,146,146
272,151,151
272,159,159
272,169,169
273,3,3
273,5,5
273,12,12
273,13,13
273,19,19
273,25,25
273,37,37
273,44,44
273,45,45
273,46,46
273,53,53
273,54,54
273,57,57
273,58,58
273,59,59
273,64,64
273,71,71
273,74,74
273,75,75
273,76,76
273,77,77
273,78,78
273,79,79
273,80,80
273,82,82
273,84,84
273,86,86
273,89,89
273,91,91
273,93,93
273,101,101
273,102,102
273,109,109
273,110,110
273,113,113
273,121,121
273,129,129
273,136,136
273,137,137
273,139,139
273,142,142
273,143,143
273,145,145
273,146,146
273,151,151
273,159,159
273,169,169
274,3,3
274,5,5
274,12,12
274,13,13
274,19,19
274,25,25
274,37,37
274,44,44
274,45,45
274,46,46
274,53,53
274,54,54
274,57,57
274,58,58
274,59,59
274,64,64
274,71,71
274,74,74
274,75,75
274,76,76
274,77,77
274,78,78
274,79,79
274,80,80
274,82,82
274,84,84
274,86,86
274,89,89
274,91,91
274,93,93
274,101,101
274,102,102
274,109,109
274,110,110
274,113,113
274,121,121
274,129,129
274,131,131
274,136,136
274,137,137
274,139,139
274,142,142
274,143,143
274,145,145
274,146,146
274,151,151
274,159,159
274,169,169
275,3,3
275,5,5
275,12,12
275,13,13
275,19,19
275,25,25
275,37,37
275,44,44
275,45,45
275,46,46
275,53,53
275,54,54
275,57,57
275,58,58
275,59,59
275,64,64
275,71,71
275,74,74
275,75,75
275,76,76
275,77,77
275,78,78
275,79,79
275,80,80
275,82,82
275,84,84
275,86,86
275,89,89
275,91,91
275,93,93
275,101,101
275,102,102
275,109,109
275,110,110
275,113,113
275,121,121
275,129,129
275,131,131
275,136,136
275,137,137
275,139,139
275,142,142
275,143,143
275,145,145
275,146,146
275,151,151
275,159,159
275,169,169
276,3,3
276,5,5
276,12,12
276,13,13
276,19,19
276,25,25
276,37,37
276,44,44
276,45,45
276,46,46
276,53,53
276,54,54
276,57,57
276,58,58
276,59,59
276,64,64
276,71,71
276,74,74
276,75,75
276,76,76
276,77,77
276,78,78
276,79,79
276,80,80
276,82,82
276,84,84
276,86,86
276,89,89
276,91,91
276,93,93
276,101,101
276,102,102
276,109,109
276,110,110
276,113,113
276,121,121
276,129,129
276,131,131
276,136,136
276,137,137
276,139,139
276,142,142
276,143,143
276,145,145
276,146,146
276,151,151
276,159,159
276,169,169
277,3,3
277,5,5
277,12,12
277,13,13
277,19,19
277,25,25
277,37,37
277,44,44
277,45,45
277,46,46
277,53,53
277,54,54
277,57,57
277,58,58
277,59,59
277,64,64
277,71,71
277,74,74
277,75,75
277,76,76
277,77,77
277,78,78
277,79,79
277,80,80
277,82,82
277,84,84
277,86,86
277,89,89
277,91,91
277,93,93
277,101,101
277,102,102
277,109,109
277,110,110
277,113,113
277,121,121
277,129,129
277,131,131
277,136,136
277,137,137
277,139,139
277,142,142
277,143,143
277,145,145
277,146,146
277,151,151
277,159,159
277,169,169
278,3,3
278,5,5
278,12,12
278,13,13
278,19,19
278,25,25
278,37,37
278,44,44
278,45,45
278,46,46
278,53,53
278,54,54
278,57,57
278,58,58
278,59,59
278,64,64
278,71,71
278,74,74
278,75,75
278,76,76
278,77,77
278,78,78
278,79,79
278,80,80
278,82,82
278,84,84
278,86,86
278,89,89
278,91,91
278,93,93
278,101,101
278,102,102
278,109,109
278,110,110
278,113,113
278,121,121
278,129,129
278,131,131
278,136,136
278,137,137
278,139,139
278,142,142
278,143,143
278,145,145
278,146,146
278,151,151
278,159,159
278,169,169
279,3,3
279,5,5
279,12,12
279,13,13
279,19,19
279,25,25
279,37,37
279,44,44
279,45,45
279,46,46
279,53,53
279,54,54
279,57,57
279,58,58
279,59,59
279,64,64
279,71,71
279,74,74
279,75,75
279,76,76
279,77,77
279,78,78
279,79,79
279,80,80
279,82,82
279,84,84
279,86,86
279,89,89
279,91,91
279,93,93
279,101,101
279,102,102
279,109,109
279,110,110
279,113,113
279,121,121
279,129,129
279,131,131
279,136,136
279,137,137
279,139,139
279,142,142
279,143,143
279,145,145
279,146,146
279,151,151
279,159,159
279,169,169
280,3,3
280,5,5
280,12,12
280,13,13
280,19,19
280,20,20
280,25,25
280,37,37
280,44,44
280,45,45
280,46,46
280,53,53
280,54,54
280,57,57
280,58,58
280,59,59
280,64,64
280,71,71
280,74,74
280,75,75
280,76,76
280,77,77
280,78,78
280,79,79
280,80,80
280,82,82
280,84,84
280,86,86
280,89,89
280,91,91
280,93,93
280,101,101
280,102,102
280,109,109
280,110,110
280,111,111
280,113,113
280,121,121
280,129,129
280,131,131
280,136,136
280,137,137
280,139,139
280,142,142
280,143,143
280,145,145
280,146,146
280,151,151
280,159,159
280,169,169
281,3,3
281,5,5
281,12,12
281,13,13
281,19,19
281,20,20
281,25,25
281,37,37
281,44,44
281,45,45
281,46,46
281,53,53
281,54,54
281,57,57
281,58,58
281,59,59
281,64,64
281,71,71
281,74,74
281,75,75
281,76,76
281,77,77
281,78,78
281,79,79
281,80,80
281,82,82
281,84,84
281,86,86
281,89,89
281,91,91
281,93,93
281,101,101
281,102,102
281,109,109
281,110,110
281,111,111
281,113,113
281,121,121
281,129,129
281,131,131
281,136,136
281,137,137
281,139,139
281,142,142
281,143,143
281,145,145
281,146,146
281,151,151
281,159,159
281,169,169
282,3,3
282,5,5
282,12,12
282,13,13
282,19,19
282,20,20
282,25,25
282,37,37
282,44,44
282,45,45
282,46,46
282,53,53
282,54,54
282,57,57
282,58,58
282,59,59
282,64,64
282,71,71
282,74,74
282,75,75
282,76,76
282,77,77
282,78,78
282,79,79
282,80,80
282,82,82
282,84,84
282,86,86
282,89,89
282,91,91
282,93,93
282,101,101
282,102,102
282,109,109
282,110,110
282,111,111
282,113,113
282,121,121
282,129,129
282,131,131
282,136,136
282,137,137
282,139,139
282,142,142
282,143,143
282,145,145
282,146,146
282,151,151
282,159,159
282,169,169
283,3,3
283,5,5
283,12,12
283,13,13
283,19,19
283,20,20
283,25,25
283,37,37
283,44,44
283,45,45
283,46,46
283,53,53
283,54,54
283,57,57
283,58,58
283,59,59
283,64,64
283,71,71
283,74,74
283,75,75
283,76,76
283,77,77
283,78,78
283,79,79
283,80,80
283,82,82
283,84,84
283,86,86
283,89,89
283,91,91
283,93,93
283,101,101
283,102,102
283,109,109
283,110,110
283,111,111
283,113,113
283,121,121
283,129,129
283,131,131
283,136,136
283,137,137
283,139,139
283,142,142
283,143,143
283,145,145
283,146,146
283,151,151
283,159,159
283,169,169
284,3,3
284,5,5
284,12,12
284,13,13
284,19,19
284,20,20
284,25,25
284,37,37
284,44,44
284,45,45
284,46,46
284,53,53
284,54,54
284,57,57
284,58,58
284,59,59
284,64,64
284,71,71
284,74,74
284,75,75
284,76,76
284,77,77
284,78,78
284,79,79
284,80,80
284,82,82
284,84,84
284,86,86
284,89,89
284,91,91
284,93,93
284,101,101
284,102,102
284,109,109
284,110,110
284,111,111
284,113,113
284,121,121
284,129,129
284,131,131
284,136,136
284,137,137
284,139,139
284,142,142
284,143,143
284,145,145
284,146,146
284,151,151
284,159,159
284,169,169
285,3,3
285,5,5
285,12,12
285,13,13
285,19,19
285,20,20
285,25,25
285,37,37
285,44,44
285,45,45
285,46,46
285,53,53
285,54,54
285,57,57
285,58,58
285,59,59
285,64,64
285,71,71
285,74,74
285,75,75
285,76,76
285,77,77
285,78,78
285,79,79
285,80,80
285,82,82
285,84,84
285,86,86
285,89,89
285,91,91
285,93,93
285,101,101
285,102,102
285,109,109
285,110,110
285,111,111
285,113,113
285,121,121
285,129,129
285,131,131
285,136,136
285,137,137
285,142,142
285,143,143
285,145,145
285,146,146
285,151,151
285,159,159
285,169,169
286,3,3
286,5,5
286,12,12
286,13,13
286,19,19
286,20,20
286,25,25
286,37,37
286,44,44
286,45,45
286,46,46
286,53,53
286,54,54
286,57,57
286,58,58
286,59,59
286,64,64
286,71,71
286,74,74
286,75,75
286,76,76
286,77,77
286,78,78
286,79,79
286,80,80
286,82,82
286,84,84
286,86,86
286,89,89
286,91,91
286,93,93
286,101,101
286,102,102
286,109,109
286,110,110
286,111,111
286,113,113
286,121,121
286,129,129
286,131,131
286,136,136
286,137,137
286,142,142
286,143,143
286,145,145
286,146,146
286,151,151
286,159,159
286,169,169
287,3,3
287,5,5
287,12,12
287,13,13
287,19,19
287,20,20
287,25,25
287,37,37
287,44,44
287,45,45
287,46,46
287,53,53
287,54,54
287,57,57
287,58,58
287,59,59
287,64,64
287,71,71
287,74,74
287,75,75
287,76,76
287,77,77
287,78,78
287,79,79
287,80,80
287,82,82
287,84,84
287,86,86
287,89,89
287,91,91
287,93,93
287,101,101
287,102,102
287,109,109
287,110,110
287,111,111
287,113,113
287,121,121
287,129,129
287,131,131
287,136,136
287,137,137
287,142,142
287,143,143
287,145,145
287,146,146
287,151,151
287,159,159
287,169,169
288,3,3
288,5,5
288,12,12
288,13,13
288,19,19
288,20,20
288,25,25
288,37,37
288,44,44
288,45,45
288,46,46
288,53,53
288,54,54
288,57,57
288,58,58
288,59,59
288,64,64
288,71,71
288,74,74
288,75,75
288,76,76
288,77,77
288,78,78
288,79,79
288,80,80
288,82,82
288,84,84
288,86,86
288,89,89
288,91,91
288,93,93
288,101,101
288,102,102
288,109,109
288,110,110
288,111,111
288,113,113
288,121,121
288,129,129
288,131,131
288,136,136
288,137,137
288,142,142
288,143,143
288,145,145
288,146,146
288,151,151
288,159,159
288,169,169
289,3,3
289,5,5
289,12,12
289,13,13
289,19,19
289,20,20
289,25,25
289,37,37
289,44,44
289,45,45
289,46,46
289,53,53
289,54,54
289,57,57
289,58,58
289,59,59
289,64,64
289,71,71
289,74,74
289,75,75
289,76,76
289,77,77
289,78,78
289,79,79
289,80,80
289,82,82
289,84,84
289,86,86
289,89,89
289,91,91
289,93,93
289,101,101
289,102,102
289,109,109
289,110,110
289,111,111
289,113,113
289,121,121
289,129,129
289,131,131
289,136,136
289,137,137
289,142,142
289,143,143
289,145,145
289,146,146
289,151,151
289,159,159
289,169,169
290,3,3
290,5,5
290,12,12
290,13,13
290,19,19
290,20,20
290,25,25
290,37,37
290,44,44
290,45,45
290,46,46
290,53,53
290,54,54
290,57,57
290,58,58
290,59,59
290,64,64
290,71,71
290,74,74
290,75,75
290,76,76
290,77,77
290,78,78
290,79,79
290,80,80
290,82,82
290,84,84
290,86,86
290,89,89
290,91,91
290,93,93
290,101,101
290,102,102
290,109,109
290,110,110
290,111,111
290,113,113
290,121,121
290,129,129
290,131,131
290,136,136
290,137,137
290,142,142
290,143,143
290,145,145
290,146,146
290,151,151
290,159,159
290,169,169
291,3,3
291,5,5
291,12,12
291,13,13
291,19,19
291,20,20
291,25,25
291,36,36
291,37,37
291,44,44
291,45,45
291,46,46
291,53,53
291,54,54
291,57,57
291,58,58
291,59,59
291,64,64
291,71,71
291,74,74
291,75,75
291,76,76
291,77,77
291,78,78
291,79,79
291,80,80
291,82,82
291,84,84
291,86,86
291,89,89
291,91,91
291,93,93
291,101,101
291,102,102
291,109,109
291,110,110
291,111,111
291,113,113
291,121,121
291,129,129
291,131,131
291,136,136
291,137,137
291,142,142
291,143,143
291,145,145
291,146,146
291,151,151
291,159,159
291,169,169
292,3,3
292,5,5
292,12,12
292,13,13
292,19,19
292,20,20
292,25,25
292,36,36
292,37,37
292,44,44
292,45,45
292,46,46
292,53,53
292,54,54
292,57,57
292,58,58
292,59,59
292,64,64
292,71,71
292,74,74
292,75,75
292,76,76
292,77,77
292,78,78
292,79,79
292,80,80
292,82,82
292,84,84
292,86,86
292,89,89
292,91,91
292,93,93
292,101,101
292,102,102
292,109,109
292,110,110
292,111,111
292,113,113
292,121,121
292,129,129
292,131,131
292,136,136
292,137,137
292,142,142
292,143,143
292,145,145
292,146,146
292,151,151
292,159,159
292,169,169
293,3,3
293,5,5
293,12,12
293,13,13
293,19,19
293,20,20
293,25,25
293,36,36
293,37,37
293,44,44
293,45,45
293,46,46
293,53,53
293,54,54
293,57,57
293,58,58
293,59,59
293,64,64
293,71,71
293,74,74
293,75,75
293,76,76
293,77,77
293,78,78
293,79,79
293,80,80
293,82,82
293,84,84
293,86,86
293,89,89
293,91,91
293,93,93
293,101,101
293,102,102
293,109,109
293,110,110
293,111,111
293,113,113
293,121,121
293,129,129
293,131,131
293,136,136
293,137,137
293,142,142
293,143,143
293,145,145
293,146,146
293,151,151
293,159,159
293,169,169
294,3,3
294,5,5
294,12,12
294,13,13
294,19,19
294,20,20
294,25,25
294,36,36
294,37,37
294,44,44
294,45,45
294,46,46
294,53,53
294,54,54
294,57,57
294,58,58
294,59,59
294,64,64
294,71,71
294,74,74
294,75,75
294,76,76
294,77,77
294,78,78
294,79,79
294,80,80
294,82,82
294,84,84
294,86,86
294,89,89
294,91,91
294,93,93
294,101,101
294,102,102
294,109,109
294,110,110
294,111,111
294,113,113
294,121,121
294,129,129
294,131,131
294,136,136
294,137,137
294,142,142
294,143,143
294,145,145
294,146,146
294,151,151
294,159,159
294,169,169
295,3,3
295,5,5
295,12,12
295,13,13
295,19,19
295,20,20
295,25,25
295,36,36
295,37,37
295,44,44
295,45,45
295,46,46
295,53,53
295,54,54
295,57,57
295,58,58
295,59,59
295,64,64
295,71,71
295,74,74
295,75,75
